SurveyName,Timestamp,email,In which country do you currently reside?,Country CODE,Select the title most similar to your current role,How would you rate your expertise in these languages [Python],How would you rate your expertise in these languages [R],How would you rate your expertise in these languages [SQL],How would you rate your expertise in these languages [C],How would you rate your expertise in these languages [C++],How would you rate your expertise in these languages [Java],How would you rate your expertise in these languages [Javascript],How would you rate your expertise in these languages [Panda],How would you rate your expertise in these languages [Bash],How would you rate your expertise in these languages [MATLAB],How would you rate your expertise in these languages [Other],How would you rate your overall analytics expertise?,"Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you use on a regular basis?",Have you realized these types of initiatives in these platforms? [Data Warehouse],Have you realized these types of initiatives in these platforms? [Data Lakes],Have you realized these types of initiatives in these platforms? [ML/AI],Have you realized these types of initiatives in these platforms? [Data Preparation],Have you realized these types of initiatives in these platforms? [ETL],Have you realized these types of initiatives in these platforms? [Data Onboarding]
ANALYTICS SURVEY RETAIL,2020-10-22 00:05:57,cambrosoni7q@jiathis.com,Croatia,HR,Data Analyst,proficient,proficient,beginner,competent,proficient,proficient,proficient,competent,none,competent,beginner,2,Teradata,Azure,AWS,AWS,Google Cloud;On-premise;Azure,On-premise;AWS,Azure
ANALYTICS SURVEY FEB-21,2020-06-12 06:27:09,jhollingsbee7r@walmart.com,Russia,RU,Data Engineer,expert,none,expert,proficient,beginner,beginner,beginner,none,proficient,expert,beginner,1,Amazon Redshift,Google Cloud,Azure,Google Cloud,Google Cloud;AWS;Azure,"Google Cloud;On-premise,AWS",On-premise;AWS
ANALYTICS SURVEY,2020-08-12 00:11:21,fearnshaw7s@ucla.edu,Poland,PL,Statistician,proficient,expert,none,proficient,competent,expert,competent,none,competent,competent,none,2,Microsoft SQL Server,Google Cloud,Google Cloud;AWS,AWS Azure,On-premise;AWS,Azure,AWS;Azure
ANALYTICS SURVEY JAN-21,2020-04-06 12:04:46,estaddon7t@soundcloud.com,Indonesia,ID,Mathematician,beginner,proficient,none,none,expert,none,proficient,none,beginner,competent,none,4,Google Cloud BigQuery,AWS,Google Cloud;AWS;Azure,Azure,"Google Cloud;On-premise,AWS",AWS;Azure,Google Cloud;AWS;Azure
ANALYTICS SURVEY FSI,2020-06-10 08:24:38,afannin7u@github.io,Japan,JP,Data Analyst,proficient,competent,beginner,none,competent,expert,proficient,competent,competent,none,competent,5,Amazon Redshift;Google Cloud BigQuery;Oracle Database,AWS,Google Cloud,Google Cloud;AWS;Azure,AWS,Google Cloud;AWS;Azure,Google Cloud
ANALYTICS SURVEY JAN-21,2020-04-14 13:05:39,wwreath7v@linkedin.com,Pakistan,PK,Statistician,expert,competent,none,beginner,expert,expert,beginner,expert,proficient,beginner,proficient,2,Teradata,AWS,Google Cloud;Azure,AWS Azure,"Google Cloud;On-premise,AWS",On-premise,Google Cloud;AWS;Azure
ANALYTICS SURVEY JAN-21,2020-01-14 02:03:32,wtennick7w@google.fr,Peru,PE,Citizen Data Scientist,expert,none,competent,expert,beginner,competent,competent,expert,proficient,beginner,proficient,5,Oracle Database,AWS,Google Cloud,AWS,Azure,Azure,Google Cloud;AWS;Azure
ANALYTICS SURVEY FEB-21,2020-10-30 11:04:08,fswannack7x@people.com.cn,Philippines,PH,Physicist,expert,competent,none,expert,proficient,expert,expert,beginner,expert,proficient,expert,3,Amazon Redshift;Teradata,Azure,Google Cloud;Azure,Google Cloud,On-premise,Google Cloud;AWS;Azure,AWS;Azure
ANALYTICS SURVEY,2020-11-13 02:51:09,craisher7y@fastcompany.com,Indonesia,ID,Mathematician,none,expert,none,beginner,beginner,competent,competent,expert,proficient,expert,beginner,5,Oracle Database,AWS,Azure,Azure,On-premise,Google Cloud,On-premise;AWS
ANALYTICS SURVEY FEB-21,2020-02-28 21:36:33,ufaire7z@dell.com,Indonesia,ID,Mathematician,none,beginner,proficient,competent,proficient,none,beginner,none,beginner,beginner,expert,4,Amazon Redshift;Google Cloud BigQuery;Oracle Database,AWS,Azure,Azure,Google Cloud;On-premise;Azure,"Google Cloud;On-premise,AWS",Google Cloud
ANALYTICS SURVEY FSI,2020-03-23 04:01:41,egronowe80@geocities.jp,Poland,PL,Data Scientist,proficient,competent,none,competent,proficient,proficient,expert,expert,proficient,none,none,4,Amazon Redshift;Teradata,Azure,Google Cloud;AWS;Azure,Google Cloud;AWS,Google Cloud;On-premise;Azure,On-premise;Azure,Azure
ANALYTICS SURVEY FEB-21,2020-04-19 13:33:15,jveelers81@tripadvisor.com,Thailand,TH,Citizen Data Scientist,proficient,none,competent,proficient,competent,proficient,competent,beginner,competent,competent,proficient,5,Oracle Database,Azure,AWS,Google Cloud,Google Cloud;On-premise;Azure,AWS,"Google Cloud;On-premise,AWS"
ANALYTICS SURVEY RETAIL,2020-06-01 10:02:42,grodmell82@washington.edu,Moldova,MD,Citizen Data Scientist,competent,expert,expert,competent,beginner,competent,expert,proficient,proficient,competent,proficient,2,Amazon Redshift;Google Cloud BigQuery;Oracle Database,Google Cloud,Google Cloud;AWS,Google Cloud;AWS,AWS,Azure,Google Cloud;AWS;Azure
ANALYTICS SURVEY,2020-06-27 13:35:30,dhawgood83@sitemeter.com,Canada,CA,Mathematician,expert,none,beginner,competent,proficient,competent,none,competent,beginner,competent,beginner,1,Microsoft SQL Server,Azure,Google Cloud;Azure,AWS,AWS,On-premise,AWS;Azure
ANALYTICS SURVEY JAN-21,2020-11-01 23:02:13,mmonan84@salon.com,Peru,PE,Statistician,expert,beginner,competent,proficient,expert,beginner,beginner,competent,expert,proficient,expert,1,Teradata,Azure,Azure,Google Cloud,AWS,AWS;Azure,Azure
ANALYTICS SURVEY JAN-21,2020-01-24 04:26:06,kbollands85@who.int,China,CN,Data Engineer,none,none,beginner,proficient,competent,proficient,proficient,none,none,proficient,beginner,4,Teradata,On-premise,Google Cloud;Azure,Google Cloud,Google Cloud,On-premise;Azure,On-premise
ANALYTICS SURVEY JAN-21,2020-04-14 16:44:44,jelliot86@netvibes.com,China,CN,Statistician,none,beginner,none,competent,expert,competent,none,expert,expert,none,beginner,5,Amazon Redshift;Teradata,On-premise,Google Cloud;AWS,AWS,"Google Cloud;On-premise,AWS",Google Cloud;AWS;Azure,On-premise;Azure
ANALYTICS SURVEY FSI,2020-04-18 23:18:10,rsenten87@shop-pro.jp,Sweden,SE,Data Scientist,none,expert,beginner,none,none,beginner,proficient,beginner,expert,expert,competent,4,Google Cloud BigQuery,On-premise,Google Cloud;AWS;Azure,Google Cloud;AWS;Azure,AWS;Azure,On-premise;Azure,On-premise
ANALYTICS SURVEY FSI,2020-06-28 09:40:21,hmatchell88@slate.com,Palestinian Territory,PS,Data Analyst,proficient,expert,none,none,expert,proficient,beginner,beginner,beginner,beginner,expert,2,Amazon Redshift,AWS,AWS,Google Cloud,AWS;Azure,Google Cloud;AWS;Azure,Azure
ANALYTICS SURVEY FSI,2020-11-29 03:08:58,fwoolacott89@mtv.com,China,CN,Data Engineer,,none,none,,none,proficient,proficient,expert,,proficient,competent,,Amazon Redshift,Google Cloud,Google Cloud;AWS,,Azure,,Azure
ANALYTICS SURVEY JAN-21,2020-04-17 11:18:07,bmckibbin8a@mediafire.com,Philippines,PH,Data Engineer,none,competent,competent,expert,competent,expert,competent,none,none,beginner,proficient,2,Teradata,On-premise,Google Cloud,AWS Azure,On-premise,On-premise,Azure
ANALYTICS SURVEY JAN-21,2020-07-25 15:40:18,smancell8b@goodreads.com,Argentina,AR,Citizen Data Scientist,beginner,competent,beginner,none,none,expert,competent,expert,expert,competent,none,5,Oracle Database,Azure,AWS;Azure,Azure,Google Cloud,On-premise;Azure,AWS;Azure
ANALYTICS SURVEY FSI,2020-10-09 12:36:20,bcroot8c@paginegialle.it,Argentina,AR,Data Scientist,competent,beginner,expert,expert,expert,expert,proficient,competent,none,proficient,beginner,2,Amazon Redshift;Google Cloud BigQuery;Oracle Database,AWS,Google Cloud,AWS Azure,AWS,Google Cloud;AWS;Azure,Azure
ANALYTICS SURVEY FEB-21,2020-08-16 07:14:16,soscanlan8d@seesaa.net,France,FR,Citizen Data Scientist,proficient,none,expert,expert,none,expert,competent,beginner,none,competent,beginner,3,Teradata,AWS,Google Cloud;Azure,Google Cloud,On-premise,AWS;Azure,Azure
ANALYTICS SURVEY,2020-04-09 21:44:17,mdinnis8e@google.ru,Sweden,SE,Data Scientist,expert,expert,expert,none,proficient,competent,expert,competent,competent,competent,competent,5,Oracle Database,On-premise,Google Cloud,Azure,Google Cloud;On-premise;Azure,Google Cloud,AWS
ANALYTICS SURVEY RETAIL,2020-10-31 01:38:59,dtugman8f@intel.com,Russia,RU,Data Scientist,expert,proficient,beginner,beginner,none,expert,beginner,competent,none,expert,competent,4,Teradata,AWS,Google Cloud;AWS;Azure,Google Cloud;AWS,On-premise;AWS,Google Cloud;On-premise;Azure,AWS
ANALYTICS SURVEY JAN-21,2020-08-24 14:01:36,brispin8g@oracle.com,China,CN,Statistician,expert,none,none,proficient,expert,beginner,none,proficient,competent,expert,expert,2,Amazon Redshift;Teradata,AWS,Google Cloud;Azure,Azure,On-premise;AWS,Google Cloud;AWS;Azure,Azure
ANALYTICS SURVEY RETAIL,2020-04-11 20:10:00,lsutherley8h@myspace.com,Japan,JP,Mathematician,none,beginner,none,competent,none,competent,none,beginner,proficient,beginner,proficient,3,Microsoft SQL Server,AWS,AWS,Google Cloud,Azure,Azure,"Google Cloud;On-premise,AWS"
ANALYTICS SURVEY FSI,2020-03-08 09:12:03,ilangcaster8i@w3.org,Argentina,AR,Data Scientist,proficient,expert,competent,expert,competent,none,proficient,competent,expert,proficient,beginner,2,Amazon Redshift;Teradata,Google Cloud,Google Cloud;AWS;Azure,AWS,On-premise,AWS,On-premise;Azure
ANALYTICS SURVEY JAN-21,2020-11-19 17:44:57,xwilbore8j@paypal.com,Czech Republic,CZ,Mathematician,none,proficient,none,competent,proficient,none,none,beginner,expert,proficient,competent,4,Microsoft SQL Server,Azure,Google Cloud;AWS,AWS,On-premise;AWS,AWS;Azure,Google Cloud;AWS;Azure
ANALYTICS SURVEY RETAIL,2020-06-24 04:31:47,gadamolli8k@google.com,Nicaragua,NI,Data Scientist,none,expert,competent,competent,proficient,proficient,none,none,beginner,proficient,proficient,2,Oracle Database,Azure,Google Cloud;AWS;Azure,Google Cloud,On-premise,Google Cloud;On-premise;Azure,On-premise
ANALYTICS SURVEY JAN-21,2020-05-27 21:54:15,jstallebrass8l@surveymonkey.com,Indonesia,ID,Citizen Data Scientist,beginner,expert,proficient,beginner,expert,competent,beginner,proficient,proficient,competent,beginner,5,Amazon Redshift;Teradata,Azure,Google Cloud,AWS,Azure,Google Cloud;On-premise;Azure,On-premise;Azure
ANALYTICS SURVEY JAN-21,2020-01-26 11:45:07,cheaviside8m@pcworld.com,Brazil,BR,Physicist,beginner,competent,none,expert,beginner,proficient,none,expert,expert,competent,proficient,4,Oracle Database,On-premise,AWS;Azure,Google Cloud;AWS;Azure,Google Cloud,AWS,Google Cloud;AWS;Azure
ANALYTICS SURVEY FSI,2020-06-30 19:13:35,ssemorad8n@technorati.com,Indonesia,ID,Data Engineer,competent,competent,beginner,competent,proficient,none,proficient,none,none,competent,expert,2,Teradata,On-premise,Azure,Google Cloud;AWS;Azure,On-premise,AWS,On-premise;Azure
ANALYTICS SURVEY,2020-01-30 08:54:59,cgidney8o@vkontakte.ru,Hungary,HU,Citizen Data Scientist,beginner,proficient,proficient,beginner,expert,proficient,beginner,proficient,competent,beginner,expert,1,Amazon Redshift;Teradata,On-premise,Azure,Azure,Azure,AWS,Azure
ANALYTICS SURVEY JAN-21,2020-08-02 16:43:15,bcluer8p@soundcloud.com,China,CN,Data Analyst,beginner,beginner,expert,expert,none,competent,competent,none,expert,competent,expert,4,Microsoft SQL Server,Google Cloud,Google Cloud;AWS,AWS,On-premise;AWS,AWS,Google Cloud
ANALYTICS SURVEY JAN-21,2020-06-20 13:57:19,marrell8q@nytimes.com,Madagascar,MG,Statistician,competent,expert,competent,none,proficient,proficient,expert,proficient,expert,none,expert,2,Microsoft SQL Server,AWS,Google Cloud,Google Cloud,On-premise;AWS,On-premise;AWS,Azure
ANALYTICS SURVEY FEB-21,2020-10-17 18:54:52,mharlow8r@wired.com,Sweden,SE,Data Engineer,none,beginner,none,competent,beginner,competent,beginner,proficient,proficient,competent,competent,3,Google Cloud BigQuery,AWS,Google Cloud;Azure,AWS,AWS;Azure,Azure,Azure
ANALYTICS SURVEY JAN-21,2020-09-17 06:19:48,jtwitchett8s@berkeley.edu,Norway,NO,Data Scientist,expert,competent,beginner,beginner,expert,none,beginner,none,competent,proficient,expert,2,Google Cloud BigQuery,Azure,Azure,Google Cloud;Azure,Google Cloud,On-premise;Azure,Google Cloud;On-premise;Azure
ANALYTICS SURVEY,2020-02-27 09:56:44,pwaghorn8t@twitpic.com,Mongolia,MN,Citizen Data Scientist,none,competent,competent,proficient,beginner,beginner,competent,expert,beginner,expert,expert,1,Amazon Redshift,On-premise,Google Cloud,Google Cloud;Azure,Google Cloud,On-premise,AWS
ANALYTICS SURVEY JAN-21,2020-12-06 07:24:08,rfrowde8u@ustream.tv,Tunisia,TN,Citizen Data Scientist,beginner,competent,beginner,proficient,expert,expert,proficient,beginner,competent,competent,competent,3,Amazon Redshift;Google Cloud BigQuery;Oracle Database,AWS,AWS,Google Cloud;Azure,Azure,Google Cloud;AWS;Azure,On-premise;Azure
ANALYTICS SURVEY RETAIL,2020-10-22 00:15:13,dnutton8v@home.pl,Brazil,BR,Statistician,expert,none,competent,proficient,none,expert,beginner,expert,expert,expert,proficient,3,Amazon Redshift;Teradata,Google Cloud,Google Cloud;Azure,Azure,AWS,Google Cloud;On-premise;Azure,AWS
ANALYTICS SURVEY FEB-21,2020-05-23 16:32:15,myushin8w@usa.gov,Portugal,PT,Data Engineer,expert,proficient,beginner,proficient,beginner,beginner,competent,expert,proficient,expert,expert,1,Microsoft SQL Server,Azure,Google Cloud,AWS Azure,On-premise;Azure,Azure,AWS;Azure
ANALYTICS SURVEY FSI,2020-01-23 22:29:48,jtarzey8x@go.com,Brazil,BR,Citizen Data Scientist,proficient,none,expert,expert,competent,none,proficient,beginner,competent,beginner,competent,1,Teradata,On-premise,AWS;Azure,AWS,Google Cloud;AWS;Azure,AWS;Azure,"Google Cloud;On-premise,AWS"
ANALYTICS SURVEY RETAIL,2020-08-05 02:44:54,sclaw8y@mozilla.com,Indonesia,ID,Data Engineer,proficient,proficient,competent,competent,competent,competent,beginner,beginner,expert,beginner,none,4,Oracle Database,On-premise,AWS,Google Cloud;AWS;Azure,On-premise;AWS,On-premise;Azure,On-premise;AWS
ANALYTICS SURVEY FEB-21,2020-08-24 22:53:15,sstinson8z@hc360.com,Malaysia,MY,Data Engineer,beginner,beginner,expert,beginner,proficient,beginner,beginner,expert,beginner,proficient,none,5,Microsoft SQL Server,Google Cloud,Google Cloud;AWS;Azure,AWS,Google Cloud,AWS;Azure,On-premise
ANALYTICS SURVEY JAN-21,2020-04-05 23:41:34,rlawford90@ed.gov,Morocco,MA,Physicist,none,proficient,expert,competent,beginner,proficient,none,expert,competent,proficient,competent,4,Microsoft SQL Server,AWS,Google Cloud,Google Cloud;Azure,On-premise;Azure,"Google Cloud;On-premise,AWS",AWS;Azure
ANALYTICS SURVEY,2020-09-23 02:46:39,jripon91@webmd.com,Indonesia,ID,Data Engineer,competent,none,competent,none,expert,beginner,expert,none,proficient,expert,beginner,1,Microsoft SQL Server,Azure,AWS,Azure,On-premise;Azure,AWS;Azure,Google Cloud;On-premise;Azure
ANALYTICS SURVEY,2020-04-27 01:36:24,ehazael92@wikia.com,China,CN,Mathematician,proficient,none,competent,competent,beginner,none,beginner,expert,none,competent,proficient,3,Oracle Database,AWS,AWS,Google Cloud,AWS;Azure,On-premise;AWS,On-premise;Azure
ANALYTICS SURVEY RETAIL,2020-06-15 03:45:40,lcandey93@sohu.com,China,CN,Citizen Data Scientist,proficient,none,competent,beginner,expert,beginner,beginner,beginner,beginner,beginner,proficient,5,Amazon Redshift;Google Cloud BigQuery;Oracle Database,Azure,Google Cloud,Google Cloud,Google Cloud,Google Cloud;AWS;Azure,Google Cloud;AWS;Azure
ANALYTICS SURVEY JAN-21,2020-11-07 19:38:15,dricket94@soup.io,Jamaica,JM,Physicist,competent,expert,beginner,expert,none,proficient,beginner,competent,none,proficient,proficient,3,Amazon Redshift;Google Cloud BigQuery;Oracle Database,Azure,Azure,Azure,Azure,Google Cloud;On-premise;Azure,Google Cloud
ANALYTICS SURVEY FSI,2020-12-07 21:36:48,lephson95@ask.com,China,CN,Data Analyst,proficient,none,none,proficient,beginner,none,none,none,expert,beginner,none,5,Amazon Redshift;Teradata,On-premise,Azure,AWS,Google Cloud;AWS;Azure,Azure,Google Cloud;On-premise;Azure
ANALYTICS SURVEY FEB-21,2020-11-11 12:28:33,adowzell96@google.ca,Argentina,AR,Citizen Data Scientist,proficient,none,proficient,beginner,beginner,none,competent,competent,none,none,beginner,4,Microsoft SQL Server,Google Cloud,Google Cloud;AWS;Azure,Google Cloud;AWS,"Google Cloud;On-premise,AWS",Google Cloud;AWS;Azure,AWS
ANALYTICS SURVEY FSI,2020-06-28 14:32:51,esalvadori97@hugedomains.com,Argentina,AR,Mathematician,proficient,competent,proficient,proficient,none,proficient,expert,competent,none,beginner,beginner,3,Oracle Database,AWS,Google Cloud,Google Cloud;AWS,Google Cloud;AWS;Azure,AWS,Google Cloud;AWS;Azure
ANALYTICS SURVEY FSI,2020-08-18 17:39:41,mtrasler98@scientificamerican.com,United States,US,Citizen Data Scientist,proficient,none,none,none,expert,none,none,competent,competent,none,beginner,2,Amazon Redshift;Teradata,Google Cloud,Google Cloud;AWS,AWS,AWS,Google Cloud;AWS;Azure,AWS
ANALYTICS SURVEY FSI,2020-04-08 06:43:56,jmerrick99@harvard.edu,Ghana,GH,Data Engineer,proficient,competent,expert,none,competent,expert,expert,proficient,beginner,beginner,beginner,1,Amazon Redshift;Teradata,Azure,AWS;Azure,Google Cloud,On-premise;Azure,Google Cloud,AWS
ANALYTICS SURVEY RETAIL,2020-08-26 08:49:52,bdillaway9a@google.com.br,Russia,RU,Physicist,beginner,beginner,beginner,proficient,proficient,beginner,beginner,expert,expert,none,competent,4,Teradata,Azure,Google Cloud,Google Cloud;AWS;Azure,"Google Cloud;On-premise,AWS",On-premise;AWS,On-premise;Azure
ANALYTICS SURVEY,2020-11-22 23:10:42,frothman9b@fda.gov,Poland,PL,Data Analyst,expert,expert,none,proficient,none,competent,competent,expert,none,beginner,beginner,1,Teradata,Google Cloud,AWS,Google Cloud;Azure,Google Cloud;On-premise;Azure,AWS,"Google Cloud;On-premise,AWS"
ANALYTICS SURVEY FSI,2020-06-10 02:43:24,dmanville9c@example.com,Portugal,PT,Data Analyst,expert,competent,beginner,competent,beginner,proficient,competent,proficient,expert,proficient,expert,4,Amazon Redshift;Google Cloud BigQuery;Oracle Database,Google Cloud,AWS,Google Cloud,Google Cloud;On-premise;Azure,On-premise;AWS,Google Cloud;AWS;Azure
ANALYTICS SURVEY FSI,2020-01-15 03:50:44,cdwyr9d@senate.gov,Japan,JP,Data Analyst,beginner,expert,beginner,expert,competent,proficient,beginner,expert,expert,expert,expert,2,Google Cloud BigQuery,AWS,Google Cloud;AWS;Azure,Google Cloud;AWS,Google Cloud;On-premise;Azure,On-premise,On-premise;AWS
ANALYTICS SURVEY FEB-21,2020-05-26 07:25:53,hcadell9e@linkedin.com,Portugal,PT,Citizen Data Scientist,expert,beginner,competent,competent,none,proficient,competent,proficient,proficient,beginner,none,4,Google Cloud BigQuery,AWS,Google Cloud,Google Cloud,Google Cloud;AWS;Azure,On-premise;AWS,On-premise
ANALYTICS SURVEY,2020-08-18 11:57:35,bpogson9f@pinterest.com,China,CN,Statistician,beginner,beginner,beginner,proficient,none,competent,none,competent,none,none,proficient,3,Amazon Redshift,On-premise,Google Cloud;Azure,AWS Azure,On-premise,On-premise;AWS,AWS
ANALYTICS SURVEY FSI,2020-04-30 21:16:32,fbuckwell9g@mapquest.com,Ukraine,UA,Physicist,none,proficient,competent,proficient,proficient,expert,expert,proficient,competent,beginner,competent,2,Oracle Database,AWS,Google Cloud;Azure,Google Cloud;Azure,Azure,Google Cloud,AWS;Azure
ANALYTICS SURVEY FEB-21,2020-08-04 23:05:12,rbenettini9h@163.com,China,CN,Data Engineer,beginner,none,expert,none,none,none,proficient,proficient,proficient,competent,expert,2,Microsoft SQL Server,On-premise,Azure,AWS,Azure,Azure,Azure
ANALYTICS SURVEY,2020-07-31 09:11:20,pcraydon9i@arstechnica.com,United States,US,Physicist,proficient,expert,none,proficient,beginner,none,beginner,beginner,proficient,none,expert,3,Amazon Redshift;Teradata,On-premise,Google Cloud;AWS;Azure,AWS,On-premise;AWS,AWS;Azure,AWS;Azure
ANALYTICS SURVEY FEB-21,2020-08-01 14:04:54,apiaggia9j@deliciousdays.com,Colombia,CO,Statistician,expert,proficient,proficient,none,proficient,proficient,competent,none,beginner,expert,competent,2,Microsoft SQL Server,AWS,Google Cloud;AWS,Google Cloud;AWS;Azure,AWS;Azure,Google Cloud;On-premise;Azure,AWS
ANALYTICS SURVEY JAN-21,2020-10-14 04:18:44,pbilton9k@sohu.com,China,CN,Statistician,expert,proficient,none,beginner,none,proficient,competent,proficient,beginner,expert,none,5,Google Cloud BigQuery,On-premise,Google Cloud,Google Cloud,On-premise,"Google Cloud;On-premise,AWS",AWS;Azure
ANALYTICS SURVEY JAN-21,2020-02-27 11:29:44,lbraywood9l@usa.gov,Ukraine,UA,Data Analyst,expert,competent,beginner,proficient,expert,competent,expert,none,expert,competent,proficient,1,Microsoft SQL Server,Azure,Azure,Google Cloud;Azure,Azure,AWS,Azure
ANALYTICS SURVEY RETAIL,2020-09-18 14:24:38,espooner9m@fda.gov,China,CN,Mathematician,,proficient,proficient,,none,none,beginner,competent,,beginner,expert,,Microsoft SQL Server,Azure,AWS;Azure,,On-premise,,Google Cloud
ANALYTICS SURVEY,2020-09-22 22:13:19,gganiclef9n@walmart.com,Poland,PL,Mathematician,none,expert,competent,beginner,beginner,none,competent,none,competent,none,none,3,Oracle Database,On-premise,Google Cloud;AWS,Azure,AWS;Azure,On-premise,Google Cloud;On-premise;Azure
ANALYTICS SURVEY JAN-21,2020-07-30 13:24:06,hjeaves9o@liveinternet.ru,China,CN,Data Scientist,beginner,none,none,beginner,expert,none,proficient,competent,beginner,proficient,beginner,4,Oracle Database,Google Cloud,Google Cloud,Google Cloud;Azure,Google Cloud;AWS;Azure,Azure,AWS
